phone_number,timestamp,event_type,direction,contact_id,duration_sec,response_delay_min,day,weekday
+919820000190,2024-01-01 03:23:00,text,out,CONTACT_0190_1,0,0.5,0,True
+919820000190,2024-01-01 01:49:00,call,out,CONTACT_0190_1,123,109.2764993242899,0,True
+919820000190,2024-01-01 17:40:00,call,in,CONTACT_0190_1,92,39.416678130594605,0,True
+919820000190,2024-01-01 21:08:00,call,out,CONTACT_0190_1,129,4.480356172001206,0,True
+919820000190,2024-01-01 02:13:00,call,out,CONTACT_0190_0,497,81.21949378975562,0,True
+919820000190,2024-01-01 05:14:00,text,out,CONTACT_0190_1,0,1.6352364174925365,0,True
+919820000190,2024-01-02 14:49:00,text,in,CONTACT_0190_1,0,55.835042955456764,1,True
+919820000190,2024-01-02 05:08:00,text,out,CONTACT_0190_1,0,62.78736373099011,1,True
+919820000190,2024-01-02 11:36:00,call,out,CONTACT_0190_0,170,10.22483261857195,1,True
+919820000190,2024-01-02 15:25:00,call,out,CONTACT_0190_1,30,65.81424163948108,1,True
+919820000190,2024-01-02 19:22:00,text,out,CONTACT_0190_0,0,32.205311777938114,1,True
+919820000190,2024-01-02 11:51:00,text,out,CONTACT_0190_0,0,15.95793268692455,1,True
+919820000190,2024-01-02 22:24:00,call,out,CONTACT_0190_0,200,13.467173797064895,1,True
+919820000190,2024-01-02 15:16:00,call,out,CONTACT_0190_0,484,3.6425031606165335,1,True
+919820000190,2024-01-02 11:48:00,text,out,CONTACT_0190_1,0,20.06887110411646,1,True
+919820000190,2024-01-02 02:48:00,text,in,CONTACT_0190_0,0,87.63286168247019,1,True
+919820000190,2024-01-02 12:55:00,call,in,CONTACT_0190_1,66,38.295464883543914,1,True
+919820000190,2024-01-02 15:51:00,text,out,CONTACT_0190_1,0,79.80661814034487,1,True
+919820000190,2024-01-02 23:48:00,text,out,CONTACT_0190_0,0,16.924373902794255,1,True
+919820000190,2024-01-02 15:49:00,text,out,CONTACT_0190_1,0,29.911198319584283,1,True
+919820000190,2024-01-02 14:59:00,call,out,CONTACT_0190_0,175,118.31346680072552,1,True
+919820000190,2024-01-03 21:22:00,call,out,CONTACT_0190_0,1451,8.66846819040603,2,True
+919820000190,2024-01-03 14:36:00,text,out,CONTACT_0190_0,0,27.214233573790636,2,True
+919820000190,2024-01-03 23:13:00,text,out,CONTACT_0190_1,0,52.18600664132205,2,True
+919820000190,2024-01-03 09:18:00,call,in,CONTACT_0190_0,189,31.3719986600811,2,True
