phone_number,timestamp,event_type,direction,contact_id,duration_sec,response_delay_min,day,weekday
+919820000486,2024-01-01 03:39:00,call,out,CONTACT_0486_0,196,12.284916479858893,0,True
+919820000486,2024-01-01 13:32:00,call,out,CONTACT_0486_19,92,11.572189101136672,0,True
+919820000486,2024-01-01 12:13:00,call,in,CONTACT_0486_2,16,29.926445863506036,0,True
+919820000486,2024-01-01 16:31:00,call,in,CONTACT_0486_0,70,21.65457461900569,0,True
+919820000486,2024-01-01 18:43:00,call,out,CONTACT_0486_0,14,25.216473001900535,0,True
+919820000486,2024-01-01 12:05:00,call,out,CONTACT_0486_0,55,64.65464542125203,0,True
+919820000486,2024-01-01 15:59:00,text,in,CONTACT_0486_4,0,19.486620850034296,0,True
+919820000486,2024-01-01 21:14:00,text,in,CONTACT_0486_5,0,9.983379260761197,0,True
+919820000486,2024-01-01 10:06:00,call,out,CONTACT_0486_18,213,9.302725131685008,0,True
+919820000486,2024-01-01 16:30:00,text,out,CONTACT_0486_9,0,16.270006203136987,0,True
+919820000486,2024-01-02 05:26:00,text,in,CONTACT_0486_0,0,8.75603203597251,1,True
+919820000486,2024-01-02 03:32:00,text,out,CONTACT_0486_9,0,32.09121420563845,1,True
+919820000486,2024-01-02 16:46:00,text,in,CONTACT_0486_2,0,13.97489942224567,1,True
+919820000486,2024-01-02 00:21:00,text,out,CONTACT_0486_8,0,5.774841827213136,1,True
+919820000486,2024-01-02 10:08:00,text,out,CONTACT_0486_12,0,3.4177938550772495,1,True
+919820000486,2024-01-02 15:24:00,text,in,CONTACT_0486_8,0,97.95946405365362,1,True
+919820000486,2024-01-02 12:37:00,text,out,CONTACT_0486_0,0,4.996474186163225,1,True
+919820000486,2024-01-02 13:28:00,text,out,CONTACT_0486_8,0,15.779182745168937,1,True
+919820000486,2024-01-02 15:08:00,text,in,CONTACT_0486_0,0,26.872242458831195,1,True
+919820000486,2024-01-02 23:12:00,text,out,CONTACT_0486_2,0,35.286061755132046,1,True
+919820000486,2024-01-02 13:51:00,call,in,CONTACT_0486_1,9,40.537050107470634,1,True
+919820000486,2024-01-02 22:07:00,text,out,CONTACT_0486_19,0,63.56838945001135,1,True
