phone_number,timestamp,event_type,direction,contact_id,duration_sec,response_delay_min,day,weekday
+919820000231,2024-01-01 17:59:00,text,in,CONTACT_0231_0,0,23.956801928815704,0,True
+919820000231,2024-01-01 13:34:00,call,in,CONTACT_0231_0,115,13.361000200520063,0,True
+919820000231,2024-01-01 21:55:00,call,out,CONTACT_0231_0,83,20.21302800790481,0,True
+919820000231,2024-01-01 15:14:00,text,in,CONTACT_0231_0,0,16.23119326700528,0,True
+919820000231,2024-01-01 11:32:00,text,out,CONTACT_0231_16,0,6.967313614709336,0,True
+919820000231,2024-01-01 06:33:00,call,out,CONTACT_0231_2,399,11.380688295686051,0,True
+919820000231,2024-01-01 16:13:00,call,in,CONTACT_0231_0,133,24.89111364938886,0,True
+919820000231,2024-01-01 05:14:00,text,in,CONTACT_0231_0,0,22.922373014566883,0,True
+919820000231,2024-01-01 11:57:00,call,out,CONTACT_0231_11,75,19.173447238806794,0,True
+919820000231,2024-01-01 14:43:00,text,in,CONTACT_0231_0,0,6.05182144516565,0,True
+919820000231,2024-01-01 21:48:00,text,out,CONTACT_0231_2,0,2.70709803303091,0,True
+919820000231,2024-01-01 10:22:00,text,out,CONTACT_0231_12,0,2.9597334322178894,0,True
+919820000231,2024-01-01 18:15:00,call,out,CONTACT_0231_4,141,125.6043848293498,0,True
+919820000231,2024-01-01 18:42:00,text,out,CONTACT_0231_1,0,13.896406006092041,0,True
+919820000231,2024-01-01 15:19:00,text,out,CONTACT_0231_0,0,39.769352104607876,0,True
+919820000231,2024-01-01 15:09:00,text,in,CONTACT_0231_6,0,28.57288800632835,0,True
+919820000231,2024-01-01 11:51:00,text,out,CONTACT_0231_16,0,13.635484819115328,0,True
+919820000231,2024-01-01 16:48:00,call,in,CONTACT_0231_2,100,28.342372615006532,0,True
+919820000231,2024-01-01 18:37:00,text,out,CONTACT_0231_2,0,47.51563082982319,0,True
+919820000231,2024-01-02 23:52:00,text,in,CONTACT_0231_3,0,0.655720438535979,1,True
+919820000231,2024-01-02 04:37:00,call,in,CONTACT_0231_1,726,2.243282713623471,1,True
+919820000231,2024-01-02 22:41:00,text,in,CONTACT_0231_0,0,24.209650500369282,1,True
+919820000231,2024-01-02 18:55:00,text,in,CONTACT_0231_0,0,67.96957159051621,1,True
+919820000231,2024-01-02 15:27:00,call,in,CONTACT_0231_0,131,10.451951225363254,1,True
+919820000231,2024-01-02 16:20:00,text,in,CONTACT_0231_16,0,20.287702785114327,1,True
+919820000231,2024-01-02 08:15:00,call,in,CONTACT_0231_11,236,26.11040464179426,1,True
+919820000231,2024-01-02 06:48:00,call,in,CONTACT_0231_3,111,17.044474156799208,1,True
+919820000231,2024-01-02 12:04:00,text,out,CONTACT_0231_1,0,11.221363554451147,1,True
+919820000231,2024-01-02 13:52:00,call,in,CONTACT_0231_1,11,0.5,1,True
+919820000231,2024-01-02 18:13:00,text,out,CONTACT_0231_1,0,54.17008830320181,1,True
+919820000231,2024-01-02 00:03:00,call,in,CONTACT_0231_0,538,6.803198934630726,1,True
+919820000231,2024-01-02 18:18:00,text,in,CONTACT_0231_2,0,18.820447011039303,1,True
+919820000231,2024-01-03 18:19:00,text,in,CONTACT_0231_2,0,28.191202654046354,2,True
+919820000231,2024-01-03 12:29:00,call,in,CONTACT_0231_0,298,25.509361755609344,2,True
+919820000231,2024-01-03 09:18:00,text,out,CONTACT_0231_5,0,19.02465777355918,2,True
+919820000231,2024-01-03 17:03:00,text,in,CONTACT_0231_11,0,2.0103592112682143,2,True
+919820000231,2024-01-03 16:30:00,call,in,CONTACT_0231_12,66,9.100398372262404,2,True
+919820000231,2024-01-03 18:26:00,call,out,CONTACT_0231_14,49,13.431094277943448,2,True
+919820000231,2024-01-03 05:20:00,text,in,CONTACT_0231_0,0,4.2953907642834475,2,True
+919820000231,2024-01-03 07:15:00,text,in,CONTACT_0231_0,0,43.9522388368012,2,True
+919820000231,2024-01-03 18:40:00,call,in,CONTACT_0231_1,316,3.5461882926259793,2,True
+919820000231,2024-01-03 03:44:00,call,in,CONTACT_0231_1,47,4.312034601622811,2,True
+919820000231,2024-01-03 10:20:00,text,in,CONTACT_0231_0,0,4.6816633717757306,2,True
+919820000231,2024-01-03 01:21:00,text,in,CONTACT_0231_0,0,27.13193952095375,2,True
+919820000231,2024-01-03 15:44:00,text,in,CONTACT_0231_0,0,24.437273113203783,2,True
+919820000231,2024-01-03 18:58:00,text,out,CONTACT_0231_2,0,2.822274076157506,2,True
+919820000231,2024-01-04 16:19:00,call,in,CONTACT_0231_12,5,21.921170126105064,3,True
+919820000231,2024-01-04 08:13:00,text,in,CONTACT_0231_0,0,80.92280920752829,3,True
+919820000231,2024-01-04 02:42:00,text,in,CONTACT_0231_15,0,5.531058346783276,3,True
+919820000231,2024-01-04 20:54:00,text,in,CONTACT_0231_0,0,22.02985025944917,3,True
+919820000231,2024-01-04 13:54:00,text,out,CONTACT_0231_4,0,0.8405330659713844,3,True
+919820000231,2024-01-04 20:10:00,text,in,CONTACT_0231_16,0,15.892529644143366,3,True
+919820000231,2024-01-04 18:57:00,call,in,CONTACT_0231_0,5,9.750855041704977,3,True
+919820000231,2024-01-04 10:39:00,call,in,CONTACT_0231_0,29,7.18981840069817,3,True
+919820000231,2024-01-04 15:11:00,text,in,CONTACT_0231_1,0,0.7696147928795288,3,True
+919820000231,2024-01-04 18:53:00,text,in,CONTACT_0231_0,0,23.368316367401405,3,True
+919820000231,2024-01-04 17:08:00,text,out,CONTACT_0231_6,0,4.3015571947199716,3,True
+919820000231,2024-01-04 16:56:00,text,out,CONTACT_0231_2,0,21.50031664431729,3,True
+919820000231,2024-01-04 12:11:00,text,out,CONTACT_0231_15,0,8.185089172626286,3,True
+919820000231,2024-01-04 14:39:00,text,out,CONTACT_0231_7,0,63.133877271962646,3,True
+919820000231,2024-01-04 08:08:00,text,in,CONTACT_0231_9,0,38.80186467323729,3,True
+919820000231,2024-01-04 22:50:00,text,out,CONTACT_0231_11,0,11.696331583752062,3,True
+919820000231,2024-01-04 14:42:00,call,out,CONTACT_0231_11,88,8.644003753529503,3,True
+919820000231,2024-01-04 10:37:00,call,in,CONTACT_0231_0,22,0.5,3,True
+919820000231,2024-01-04 12:48:00,text,in,CONTACT_0231_9,0,8.28194063857814,3,True
+919820000231,2024-01-04 04:58:00,text,out,CONTACT_0231_3,0,30.525701435256558,3,True
+919820000231,2024-01-04 15:50:00,call,out,CONTACT_0231_6,32,15.671528845734313,3,True
+919820000231,2024-01-05 13:36:00,text,in,CONTACT_0231_4,0,0.9274190531615455,4,True
+919820000231,2024-01-05 06:51:00,text,out,CONTACT_0231_0,0,10.03721225677646,4,True
+919820000231,2024-01-05 04:01:00,text,out,CONTACT_0231_12,0,11.902812947452798,4,True
+919820000231,2024-01-05 19:00:00,text,in,CONTACT_0231_0,0,3.6569737402824347,4,True
+919820000231,2024-01-05 13:55:00,text,in,CONTACT_0231_15,0,13.926767824980034,4,True
+919820000231,2024-01-05 17:05:00,call,in,CONTACT_0231_1,39,30.391269814746643,4,True
+919820000231,2024-01-05 03:54:00,call,out,CONTACT_0231_0,124,55.21125794691301,4,True
+919820000231,2024-01-05 17:44:00,call,in,CONTACT_0231_2,7,21.340079537065076,4,True
+919820000231,2024-01-05 19:56:00,text,in,CONTACT_0231_1,0,8.584591114261999,4,True
+919820000231,2024-01-05 14:54:00,call,in,CONTACT_0231_0,5,0.5,4,True
+919820000231,2024-01-05 18:45:00,text,in,CONTACT_0231_3,0,0.8610840184808406,4,True
+919820000231,2024-01-05 17:51:00,text,out,CONTACT_0231_0,0,12.791239121932344,4,True
+919820000231,2024-01-05 17:26:00,text,in,CONTACT_0231_15,0,3.763260659861647,4,True
+919820000231,2024-01-05 11:03:00,text,out,CONTACT_0231_7,0,30.916480999399187,4,True
+919820000231,2024-01-05 15:25:00,call,in,CONTACT_0231_0,100,19.43358316544614,4,True
+919820000231,2024-01-05 10:16:00,call,out,CONTACT_0231_0,95,2.362311458146922,4,True
+919820000231,2024-01-05 20:22:00,call,out,CONTACT_0231_0,96,2.5621548932357716,4,True
+919820000231,2024-01-06 13:05:00,call,in,CONTACT_0231_3,59,21.849256994667396,5,False
+919820000231,2024-01-06 12:48:00,call,out,CONTACT_0231_1,97,12.24951178506537,5,False
+919820000231,2024-01-06 23:04:00,text,in,CONTACT_0231_0,0,3.1205941062815477,5,False
+919820000231,2024-01-06 02:55:00,text,in,CONTACT_0231_7,0,8.292475391995476,5,False
+919820000231,2024-01-06 16:28:00,text,out,CONTACT_0231_0,0,22.884326723759195,5,False
+919820000231,2024-01-06 14:52:00,text,in,CONTACT_0231_0,0,23.58827291466939,5,False
+919820000231,2024-01-06 17:27:00,text,in,CONTACT_0231_9,0,57.19079107379706,5,False
+919820000231,2024-01-06 11:40:00,call,out,CONTACT_0231_4,109,3.3767329366056886,5,False
+919820000231,2024-01-06 18:47:00,call,out,CONTACT_0231_1,281,26.5010323626396,5,False
+919820000231,2024-01-06 13:14:00,text,in,CONTACT_0231_0,0,3.5698212973206935,5,False
+919820000231,2024-01-06 10:41:00,text,in,CONTACT_0231_0,0,11.155966641732105,5,False
+919820000231,2024-01-06 11:53:00,text,in,CONTACT_0231_7,0,14.834208628456242,5,False
+919820000231,2024-01-06 17:49:00,text,in,CONTACT_0231_0,0,13.81124336324356,5,False
+919820000231,2024-01-06 23:50:00,call,in,CONTACT_0231_1,54,7.417425254100284,5,False
+919820000231,2024-01-06 15:51:00,text,in,CONTACT_0231_2,0,8.494021874757573,5,False
+919820000231,2024-01-07 21:54:00,text,out,CONTACT_0231_13,0,3.7806776704105247,6,False
+919820000231,2024-01-07 12:30:00,text,out,CONTACT_0231_1,0,9.149169286371107,6,False
+919820000231,2024-01-07 13:25:00,call,in,CONTACT_0231_1,300,24.18189019171333,6,False
+919820000231,2024-01-07 06:35:00,call,in,CONTACT_0231_3,17,20.02522684389735,6,False
+919820000231,2024-01-07 13:06:00,text,out,CONTACT_0231_1,0,12.285787356757352,6,False
+919820000231,2024-01-07 15:02:00,text,in,CONTACT_0231_0,0,1.1068337855153805,6,False
+919820000231,2024-01-07 16:28:00,text,in,CONTACT_0231_3,0,4.276183610203203,6,False
+919820000231,2024-01-07 00:39:00,text,in,CONTACT_0231_0,0,33.954239226289715,6,False
+919820000231,2024-01-07 16:24:00,text,in,CONTACT_0231_12,0,7.7759105356256715,6,False
+919820000231,2024-01-07 14:33:00,text,in,CONTACT_0231_10,0,36.68959845444676,6,False
+919820000231,2024-01-07 15:49:00,text,in,CONTACT_0231_6,0,8.857055801021916,6,False
+919820000231,2024-01-07 09:22:00,text,out,CONTACT_0231_0,0,27.932945396760356,6,False
+919820000231,2024-01-07 03:58:00,call,in,CONTACT_0231_4,36,1.1548452033599124,6,False
+919820000231,2024-01-07 15:06:00,text,in,CONTACT_0231_3,0,30.74952139063252,6,False
+919820000231,2024-01-07 13:28:00,text,out,CONTACT_0231_3,0,40.486151456820714,6,False
+919820000231,2024-01-07 14:01:00,call,in,CONTACT_0231_0,63,7.0927673383688665,6,False
+919820000231,2024-01-07 09:07:00,text,out,CONTACT_0231_0,0,29.55030396644814,6,False
+919820000231,2024-01-08 13:52:00,text,out,CONTACT_0231_0,0,29.232475839212164,7,True
+919820000231,2024-01-08 17:02:00,text,out,CONTACT_0231_2,0,2.264828990982139,7,True
+919820000231,2024-01-08 10:17:00,text,in,CONTACT_0231_0,0,0.7930795180575116,7,True
+919820000231,2024-01-08 20:03:00,text,in,CONTACT_0231_3,0,51.93740792771956,7,True
+919820000231,2024-01-08 14:29:00,text,out,CONTACT_0231_7,0,15.394408644989397,7,True
+919820000231,2024-01-08 08:14:00,call,in,CONTACT_0231_1,410,47.4299917784131,7,True
+919820000231,2024-01-08 19:11:00,text,out,CONTACT_0231_4,0,13.450990062749456,7,True
+919820000231,2024-01-08 14:56:00,text,in,CONTACT_0231_1,0,5.600042717931689,7,True
+919820000231,2024-01-08 12:16:00,call,out,CONTACT_0231_2,7,7.639382400269201,7,True
+919820000231,2024-01-08 19:52:00,text,out,CONTACT_0231_0,0,8.419779583162038,7,True
+919820000231,2024-01-08 13:52:00,call,out,CONTACT_0231_6,5,11.219731502203041,7,True
+919820000231,2024-01-08 12:22:00,call,out,CONTACT_0231_9,175,10.999262987901707,7,True
+919820000231,2024-01-08 22:51:00,text,out,CONTACT_0231_3,0,1.6714953479569614,7,True
+919820000231,2024-01-08 14:30:00,text,in,CONTACT_0231_3,0,16.783064333083907,7,True
+919820000231,2024-01-08 08:25:00,text,out,CONTACT_0231_0,0,10.111718257976367,7,True
+919820000231,2024-01-08 19:04:00,call,in,CONTACT_0231_2,276,6.039786320678273,7,True
+919820000231,2024-01-08 10:30:00,text,in,CONTACT_0231_11,0,9.536068490811113,7,True
+919820000231,2024-01-08 12:39:00,text,out,CONTACT_0231_14,0,15.213772846631135,7,True
+919820000231,2024-01-08 11:56:00,call,in,CONTACT_0231_0,278,66.27862254639322,7,True
+919820000231,2024-01-08 12:00:00,call,in,CONTACT_0231_0,5,38.97962274284559,7,True
+919820000231,2024-01-08 17:03:00,text,in,CONTACT_0231_0,0,28.645868501196667,7,True
+919820000231,2024-01-08 18:21:00,call,in,CONTACT_0231_0,23,13.09053736835789,7,True
+919820000231,2024-01-08 15:44:00,call,out,CONTACT_0231_11,102,18.574683031244312,7,True
+919820000231,2024-01-09 09:03:00,call,out,CONTACT_0231_0,22,3.088842205968618,8,True
+919820000231,2024-01-09 03:19:00,text,in,CONTACT_0231_1,0,7.54408191758242,8,True
+919820000231,2024-01-09 04:48:00,text,in,CONTACT_0231_3,0,5.040968616839872,8,True
+919820000231,2024-01-09 09:24:00,text,in,CONTACT_0231_0,0,1.9763168209139292,8,True
+919820000231,2024-01-09 02:46:00,call,in,CONTACT_0231_3,275,11.893988499593087,8,True
+919820000231,2024-01-09 22:29:00,call,out,CONTACT_0231_14,168,3.410228352376729,8,True
+919820000231,2024-01-09 17:48:00,call,out,CONTACT_0231_12,91,8.153417379209708,8,True
+919820000231,2024-01-09 19:31:00,text,out,CONTACT_0231_3,0,7.351635371629539,8,True
+919820000231,2024-01-09 23:04:00,text,in,CONTACT_0231_2,0,3.7342504314439258,8,True
+919820000231,2024-01-09 08:34:00,call,in,CONTACT_0231_15,296,11.322237409310373,8,True
+919820000231,2024-01-09 15:54:00,text,out,CONTACT_0231_0,0,9.719885980358832,8,True
+919820000231,2024-01-09 13:27:00,call,in,CONTACT_0231_9,18,24.67630947510788,8,True
+919820000231,2024-01-09 17:31:00,call,out,CONTACT_0231_0,13,32.12428865732176,8,True
+919820000231,2024-01-09 01:26:00,text,out,CONTACT_0231_0,0,2.070531923303813,8,True
+919820000231,2024-01-09 02:24:00,call,out,CONTACT_0231_10,334,37.12597637327754,8,True
+919820000231,2024-01-09 17:44:00,call,in,CONTACT_0231_14,61,50.85492667352211,8,True
+919820000231,2024-01-09 13:10:00,call,out,CONTACT_0231_0,5,74.30181189085818,8,True
+919820000231,2024-01-10 14:21:00,text,in,CONTACT_0231_1,0,16.037988742736907,9,True
+919820000231,2024-01-10 06:22:00,call,in,CONTACT_0231_6,98,20.416160881220947,9,True
+919820000231,2024-01-10 11:46:00,call,in,CONTACT_0231_3,129,20.294773532088325,9,True
+919820000231,2024-01-10 16:46:00,text,out,CONTACT_0231_10,0,6.827184230598878,9,True
+919820000231,2024-01-10 17:33:00,text,out,CONTACT_0231_2,0,4.968635220542011,9,True
+919820000231,2024-01-10 03:11:00,text,out,CONTACT_0231_1,0,20.608941098928916,9,True
+919820000231,2024-01-10 14:47:00,call,out,CONTACT_0231_0,105,5.2055217887385,9,True
+919820000231,2024-01-10 07:49:00,text,out,CONTACT_0231_0,0,23.919235697439685,9,True
+919820000231,2024-01-10 13:41:00,text,in,CONTACT_0231_0,0,52.011058955511686,9,True
+919820000231,2024-01-10 11:40:00,call,out,CONTACT_0231_15,69,21.499183041798148,9,True
+919820000231,2024-01-10 17:16:00,text,out,CONTACT_0231_1,0,9.506644374883289,9,True
+919820000231,2024-01-10 18:40:00,text,in,CONTACT_0231_4,0,10.395075663202752,9,True
+919820000231,2024-01-10 15:05:00,call,out,CONTACT_0231_0,105,3.6896151497306247,9,True
+919820000231,2024-01-10 15:53:00,text,out,CONTACT_0231_0,0,12.42456799466285,9,True
+919820000231,2024-01-10 08:58:00,call,in,CONTACT_0231_1,455,18.688384068621325,9,True
+919820000231,2024-01-10 17:12:00,text,in,CONTACT_0231_2,0,19.7001232738302,9,True
+919820000231,2024-01-10 11:18:00,text,in,CONTACT_0231_1,0,68.32435818140803,9,True
+919820000231,2024-01-10 15:39:00,text,in,CONTACT_0231_15,0,17.875663986790933,9,True
+919820000231,2024-01-11 14:07:00,text,out,CONTACT_0231_3,0,7.319190561895384,10,True
+919820000231,2024-01-11 13:56:00,text,in,CONTACT_0231_0,0,15.785467929284367,10,True
+919820000231,2024-01-11 14:34:00,call,in,CONTACT_0231_15,13,4.804385417820253,10,True
+919820000231,2024-01-11 16:48:00,text,out,CONTACT_0231_7,0,17.508716367000183,10,True
+919820000231,2024-01-11 20:17:00,text,out,CONTACT_0231_1,0,3.4208560635346075,10,True
+919820000231,2024-01-11 15:45:00,text,out,CONTACT_0231_2,0,7.560905752153737,10,True
+919820000231,2024-01-11 04:09:00,call,in,CONTACT_0231_0,167,12.909083337427768,10,True
+919820000231,2024-01-11 12:23:00,call,in,CONTACT_0231_0,5,2.298747486160923,10,True
+919820000231,2024-01-11 12:34:00,text,in,CONTACT_0231_2,0,29.09695902720752,10,True
+919820000231,2024-01-11 13:44:00,call,out,CONTACT_0231_0,86,6.654517199465439,10,True
+919820000231,2024-01-11 23:33:00,call,out,CONTACT_0231_8,320,12.512083840334107,10,True
+919820000231,2024-01-11 13:10:00,text,in,CONTACT_0231_0,0,17.43393806290412,10,True
+919820000231,2024-01-11 19:05:00,call,out,CONTACT_0231_2,71,26.810508993183255,10,True
+919820000231,2024-01-12 19:42:00,call,in,CONTACT_0231_11,253,23.667494650957394,11,True
+919820000231,2024-01-12 06:01:00,call,in,CONTACT_0231_0,253,37.0839790164333,11,True
+919820000231,2024-01-12 06:17:00,text,out,CONTACT_0231_5,0,14.63373828890175,11,True
+919820000231,2024-01-12 09:11:00,call,in,CONTACT_0231_0,69,40.48596082458853,11,True
+919820000231,2024-01-12 10:14:00,call,in,CONTACT_0231_0,13,6.976329581264543,11,True
+919820000231,2024-01-12 07:55:00,call,out,CONTACT_0231_5,92,38.49082240186871,11,True
+919820000231,2024-01-12 22:26:00,text,out,CONTACT_0231_0,0,6.280879253362741,11,True
+919820000231,2024-01-12 06:10:00,text,in,CONTACT_0231_7,0,10.744038778621636,11,True
+919820000231,2024-01-12 03:21:00,text,out,CONTACT_0231_2,0,8.372291636678654,11,True
+919820000231,2024-01-12 14:08:00,call,in,CONTACT_0231_1,87,30.719709747485854,11,True
+919820000231,2024-01-12 14:21:00,text,out,CONTACT_0231_0,0,38.675945530102645,11,True
+919820000231,2024-01-12 19:48:00,text,out,CONTACT_0231_13,0,89.25419686978213,11,True
+919820000231,2024-01-13 14:12:00,text,in,CONTACT_0231_0,0,7.185596584327635,12,False
+919820000231,2024-01-13 19:47:00,call,out,CONTACT_0231_1,76,25.738593073469154,12,False
+919820000231,2024-01-13 17:37:00,call,in,CONTACT_0231_16,79,10.043002082116638,12,False
+919820000231,2024-01-13 20:03:00,text,in,CONTACT_0231_15,0,19.459166202038343,12,False
+919820000231,2024-01-13 16:22:00,text,in,CONTACT_0231_0,0,3.2147109416981614,12,False
+919820000231,2024-01-13 17:31:00,call,in,CONTACT_0231_3,58,4.860161254812505,12,False
+919820000231,2024-01-13 14:12:00,text,out,CONTACT_0231_13,0,19.510314967060665,12,False
+919820000231,2024-01-13 14:30:00,text,out,CONTACT_0231_0,0,6.889567207849341,12,False
+919820000231,2024-01-13 14:31:00,call,in,CONTACT_0231_2,37,9.807741535333955,12,False
+919820000231,2024-01-13 00:15:00,text,in,CONTACT_0231_13,0,5.9122875708670914,12,False
+919820000231,2024-01-13 13:35:00,call,out,CONTACT_0231_0,37,65.2090727388327,12,False
+919820000231,2024-01-13 12:52:00,text,in,CONTACT_0231_7,0,3.123141594567146,12,False
+919820000231,2024-01-13 06:07:00,text,in,CONTACT_0231_16,0,20.787084808995033,12,False
+919820000231,2024-01-13 17:14:00,call,out,CONTACT_0231_0,636,2.845478593804713,12,False
+919820000231,2024-01-13 05:42:00,call,out,CONTACT_0231_3,93,19.58599956131208,12,False
+919820000231,2024-01-13 13:59:00,text,in,CONTACT_0231_11,0,17.54321553539782,12,False
+919820000231,2024-01-13 21:12:00,call,in,CONTACT_0231_1,290,3.8897564170425207,12,False
+919820000231,2024-01-14 12:41:00,text,in,CONTACT_0231_1,0,53.218034777407915,13,False
+919820000231,2024-01-14 12:02:00,call,out,CONTACT_0231_8,29,10.764911240230727,13,False
+919820000231,2024-01-14 22:31:00,text,in,CONTACT_0231_0,0,78.89736451148687,13,False
+919820000231,2024-01-14 04:38:00,text,in,CONTACT_0231_0,0,7.988529604330527,13,False
+919820000231,2024-01-14 13:31:00,text,out,CONTACT_0231_1,0,38.51166112018901,13,False
+919820000231,2024-01-14 11:08:00,call,in,CONTACT_0231_0,80,50.96989233974919,13,False
+919820000231,2024-01-14 04:02:00,call,in,CONTACT_0231_10,253,6.576561514662529,13,False
+919820000231,2024-01-14 19:22:00,call,out,CONTACT_0231_0,230,7.064996731855833,13,False
+919820000231,2024-01-14 10:49:00,text,out,CONTACT_0231_6,0,5.517994948855066,13,False
+919820000231,2024-01-14 15:58:00,text,out,CONTACT_0231_0,0,10.056924059525809,13,False
+919820000231,2024-01-14 18:14:00,call,in,CONTACT_0231_9,119,35.55418405575045,13,False
+919820000231,2024-01-14 09:43:00,text,out,CONTACT_0231_1,0,40.01228625539164,13,False
