phone_number,timestamp,event_type,direction,contact_id,duration_sec,response_delay_min,day,weekday
+919820000557,2024-01-01 22:04:00,text,out,CONTACT_0557_7,0,8.966569838295666,0,True
+919820000557,2024-01-01 06:23:00,call,in,CONTACT_0557_3,630,6.310052271372538,0,True
+919820000557,2024-01-01 03:48:00,call,out,CONTACT_0557_0,19,6.964948763228264,0,True
+919820000557,2024-01-01 10:07:00,text,out,CONTACT_0557_1,0,4.144529383296374,0,True
+919820000557,2024-01-01 08:47:00,call,out,CONTACT_0557_1,155,2.548739604989339,0,True
+919820000557,2024-01-01 18:13:00,text,out,CONTACT_0557_0,0,10.445313585182822,0,True
+919820000557,2024-01-01 13:20:00,text,in,CONTACT_0557_0,0,13.490834664499461,0,True
+919820000557,2024-01-01 00:09:00,text,in,CONTACT_0557_2,0,9.050817283592382,0,True
+919820000557,2024-01-01 14:06:00,text,out,CONTACT_0557_3,0,39.424589466724406,0,True
+919820000557,2024-01-01 10:33:00,text,out,CONTACT_0557_7,0,12.102580484682326,0,True
+919820000557,2024-01-01 07:51:00,call,out,CONTACT_0557_5,247,3.532894334407778,0,True
+919820000557,2024-01-01 08:11:00,call,out,CONTACT_0557_8,125,27.534194266448406,0,True
+919820000557,2024-01-02 12:05:00,call,out,CONTACT_0557_10,87,17.410753468662758,1,True
+919820000557,2024-01-02 11:37:00,call,out,CONTACT_0557_3,5,12.516823460654514,1,True
+919820000557,2024-01-02 14:38:00,call,out,CONTACT_0557_0,239,6.071547679938376,1,True
+919820000557,2024-01-02 11:06:00,call,out,CONTACT_0557_11,17,15.345312615523959,1,True
+919820000557,2024-01-02 08:48:00,text,in,CONTACT_0557_12,0,29.899478123049068,1,True
+919820000557,2024-01-02 17:28:00,call,out,CONTACT_0557_2,20,2.385607017329511,1,True
+919820000557,2024-01-02 08:28:00,text,in,CONTACT_0557_0,0,26.39512464441721,1,True
+919820000557,2024-01-02 18:16:00,text,out,CONTACT_0557_4,0,22.940184139533798,1,True
+919820000557,2024-01-02 13:30:00,text,out,CONTACT_0557_17,0,3.4336001634513242,1,True
+919820000557,2024-01-02 12:31:00,text,out,CONTACT_0557_1,0,30.368721028548546,1,True
+919820000557,2024-01-03 18:23:00,call,out,CONTACT_0557_1,97,3.3900730944802957,2,True
