phone_number,timestamp,event_type,direction,contact_id,duration_sec,response_delay_min,day,weekday
+919820000174,2024-01-01 23:53:00,call,out,CONTACT_0174_0,112,31.96170106491216,0,True
+919820000174,2024-01-01 15:45:00,text,in,CONTACT_0174_1,0,2.8171423044030868,0,True
+919820000174,2024-01-01 13:50:00,text,out,CONTACT_0174_0,0,13.697908258074198,0,True
+919820000174,2024-01-01 00:12:00,call,out,CONTACT_0174_0,673,27.69699800711549,0,True
+919820000174,2024-01-01 12:12:00,text,out,CONTACT_0174_0,0,6.468750481293602,0,True
+919820000174,2024-01-02 14:42:00,call,out,CONTACT_0174_0,333,11.085400332958002,1,True
+919820000174,2024-01-02 18:57:00,call,in,CONTACT_0174_0,328,31.74651254955151,1,True
+919820000174,2024-01-02 16:15:00,call,out,CONTACT_0174_0,48,0.5,1,True
+919820000174,2024-01-02 10:18:00,call,out,CONTACT_0174_0,87,20.12489483422262,1,True
+919820000174,2024-01-02 10:02:00,text,in,CONTACT_0174_0,0,8.17253789726904,1,True
+919820000174,2024-01-02 16:49:00,call,in,CONTACT_0174_0,1024,21.994178388759593,1,True
+919820000174,2024-01-02 16:40:00,text,out,CONTACT_0174_0,0,2.69811220128979,1,True
+919820000174,2024-01-02 05:08:00,text,out,CONTACT_0174_0,0,21.38864182049302,1,True
+919820000174,2024-01-02 09:29:00,text,in,CONTACT_0174_0,0,14.299712153363629,1,True
+919820000174,2024-01-03 02:27:00,call,out,CONTACT_0174_0,37,54.04274593250609,2,True
+919820000174,2024-01-03 12:40:00,text,out,CONTACT_0174_0,0,7.0533851780957475,2,True
+919820000174,2024-01-03 23:19:00,text,out,CONTACT_0174_0,0,34.36740882338045,2,True
+919820000174,2024-01-03 13:36:00,call,in,CONTACT_0174_0,130,7.009268620217441,2,True
+919820000174,2024-01-03 14:37:00,text,out,CONTACT_0174_0,0,52.975894699122726,2,True
+919820000174,2024-01-03 01:15:00,text,out,CONTACT_0174_0,0,60.328098755168845,2,True
+919820000174,2024-01-03 14:53:00,call,out,CONTACT_0174_1,252,2.0802016536947003,2,True
+919820000174,2024-01-03 11:10:00,text,out,CONTACT_0174_1,0,26.794996983232036,2,True
+919820000174,2024-01-04 04:07:00,call,in,CONTACT_0174_0,486,38.98253711611817,3,True
+919820000174,2024-01-04 01:44:00,text,out,CONTACT_0174_1,0,1.5064803753752507,3,True
+919820000174,2024-01-04 20:38:00,call,out,CONTACT_0174_0,200,4.746207511011751,3,True
+919820000174,2024-01-04 19:55:00,call,out,CONTACT_0174_1,71,8.603528701614588,3,True
+919820000174,2024-01-04 05:03:00,call,out,CONTACT_0174_1,200,4.084233640299255,3,True
+919820000174,2024-01-04 15:31:00,call,in,CONTACT_0174_0,80,9.25597216275943,3,True
+919820000174,2024-01-04 09:00:00,text,out,CONTACT_0174_0,0,8.189584276796475,3,True
+919820000174,2024-01-04 13:06:00,call,in,CONTACT_0174_0,82,2.1081003502987263,3,True
+919820000174,2024-01-04 07:55:00,text,in,CONTACT_0174_0,0,19.460451626488346,3,True
+919820000174,2024-01-05 14:54:00,call,out,CONTACT_0174_1,54,13.365357219550537,4,True
+919820000174,2024-01-05 00:08:00,text,in,CONTACT_0174_1,0,66.87511195554025,4,True
+919820000174,2024-01-05 14:37:00,call,out,CONTACT_0174_0,668,17.026973695996908,4,True
+919820000174,2024-01-05 15:30:00,call,out,CONTACT_0174_0,37,0.5076401852041803,4,True
+919820000174,2024-01-05 16:41:00,text,in,CONTACT_0174_0,0,16.57041691623702,4,True
+919820000174,2024-01-05 14:29:00,call,in,CONTACT_0174_0,208,14.727743365856732,4,True
+919820000174,2024-01-05 15:55:00,text,out,CONTACT_0174_0,0,65.22480118042208,4,True
+919820000174,2024-01-05 09:23:00,text,out,CONTACT_0174_0,0,10.038715598172569,4,True
