phone_number,timestamp,event_type,direction,contact_id,duration_sec,response_delay_min,day,weekday
+919820000996,2024-01-01 13:51:00,text,out,CONTACT_0996_11,0,14.160130606573137,0,True
+919820000996,2024-01-01 11:20:00,text,in,CONTACT_0996_3,0,5.1044182824382,0,True
+919820000996,2024-01-01 11:23:00,call,in,CONTACT_0996_0,46,19.327223034975976,0,True
+919820000996,2024-01-01 07:45:00,call,in,CONTACT_0996_0,60,2.1190164671922833,0,True
+919820000996,2024-01-01 15:48:00,text,in,CONTACT_0996_1,0,38.37329733616914,0,True
+919820000996,2024-01-01 19:53:00,call,in,CONTACT_0996_3,64,65.57302841590271,0,True
+919820000996,2024-01-01 19:23:00,call,out,CONTACT_0996_1,36,9.462581332856628,0,True
+919820000996,2024-01-01 06:27:00,text,out,CONTACT_0996_1,0,23.97934322466148,0,True
+919820000996,2024-01-01 11:55:00,text,out,CONTACT_0996_7,0,46.44269333028974,0,True
+919820000996,2024-01-01 02:18:00,call,in,CONTACT_0996_1,217,13.175824374620753,0,True
+919820000996,2024-01-01 17:57:00,call,out,CONTACT_0996_1,5,13.167193948898152,0,True
+919820000996,2024-01-01 03:11:00,call,in,CONTACT_0996_0,601,5.1708774135536695,0,True
+919820000996,2024-01-01 17:34:00,call,out,CONTACT_0996_5,88,14.341443450280385,0,True
+919820000996,2024-01-01 19:15:00,text,out,CONTACT_0996_0,0,4.6635933427986025,0,True
+919820000996,2024-01-01 09:30:00,text,in,CONTACT_0996_11,0,26.515176745310196,0,True
+919820000996,2024-01-01 11:30:00,text,in,CONTACT_0996_0,0,35.359011026968474,0,True
+919820000996,2024-01-02 14:30:00,text,out,CONTACT_0996_0,0,15.021972270781882,1,True
+919820000996,2024-01-02 14:21:00,call,out,CONTACT_0996_0,35,3.7449839938833502,1,True
+919820000996,2024-01-02 18:31:00,text,out,CONTACT_0996_0,0,4.735690455833935,1,True
+919820000996,2024-01-02 13:15:00,text,out,CONTACT_0996_1,0,13.442599847298718,1,True
+919820000996,2024-01-02 14:13:00,call,in,CONTACT_0996_0,266,9.79472385416421,1,True
+919820000996,2024-01-02 19:18:00,call,out,CONTACT_0996_2,153,15.739130018243277,1,True
+919820000996,2024-01-02 10:35:00,text,in,CONTACT_0996_1,0,2.924852573875558,1,True
+919820000996,2024-01-02 13:15:00,text,in,CONTACT_0996_0,0,39.98424604370755,1,True
+919820000996,2024-01-02 11:37:00,text,in,CONTACT_0996_3,0,3.3636349744444947,1,True
+919820000996,2024-01-02 09:10:00,call,in,CONTACT_0996_12,110,23.48714914041209,1,True
+919820000996,2024-01-02 19:42:00,text,out,CONTACT_0996_9,0,14.674605242596101,1,True
+919820000996,2024-01-02 22:48:00,text,in,CONTACT_0996_0,0,1.7118247234862023,1,True
+919820000996,2024-01-02 10:43:00,call,out,CONTACT_0996_0,6,12.096732689103591,1,True
+919820000996,2024-01-02 11:47:00,call,out,CONTACT_0996_7,38,6.583427967840161,1,True
+919820000996,2024-01-02 18:55:00,call,in,CONTACT_0996_0,311,0.8733746690518475,1,True
+919820000996,2024-01-02 00:24:00,call,out,CONTACT_0996_1,148,41.33543496335883,1,True
+919820000996,2024-01-02 05:56:00,call,in,CONTACT_0996_0,288,6.041104476189721,1,True
+919820000996,2024-01-02 15:43:00,text,out,CONTACT_0996_4,0,13.203271879245381,1,True
+919820000996,2024-01-02 11:55:00,call,in,CONTACT_0996_1,24,21.371052563960223,1,True
+919820000996,2024-01-02 17:59:00,text,out,CONTACT_0996_0,0,14.672564019038381,1,True
+919820000996,2024-01-02 00:41:00,text,out,CONTACT_0996_0,0,9.890611311296421,1,True
+919820000996,2024-01-02 18:48:00,call,in,CONTACT_0996_0,285,10.547036515048704,1,True
+919820000996,2024-01-03 21:59:00,text,in,CONTACT_0996_4,0,4.201223354798959,2,True
+919820000996,2024-01-03 16:05:00,text,out,CONTACT_0996_3,0,63.594729102019706,2,True
+919820000996,2024-01-03 18:38:00,call,in,CONTACT_0996_4,60,13.427815479056513,2,True
+919820000996,2024-01-03 04:39:00,call,in,CONTACT_0996_3,27,24.01946995868924,2,True
+919820000996,2024-01-03 16:16:00,text,in,CONTACT_0996_0,0,6.397975957447242,2,True
+919820000996,2024-01-03 23:26:00,call,in,CONTACT_0996_15,84,11.15763232208102,2,True
+919820000996,2024-01-03 16:34:00,call,out,CONTACT_0996_2,31,15.067603751635767,2,True
+919820000996,2024-01-03 09:42:00,call,out,CONTACT_0996_12,195,9.142054272405316,2,True
+919820000996,2024-01-03 03:29:00,call,in,CONTACT_0996_2,83,6.072950485578864,2,True
+919820000996,2024-01-03 12:20:00,text,in,CONTACT_0996_7,0,40.41928065921107,2,True
+919820000996,2024-01-03 17:12:00,call,out,CONTACT_0996_0,234,10.837117261546588,2,True
+919820000996,2024-01-03 23:59:00,call,out,CONTACT_0996_2,26,3.4813355245595097,2,True
+919820000996,2024-01-03 12:23:00,text,out,CONTACT_0996_0,0,3.1386342998676127,2,True
+919820000996,2024-01-03 06:22:00,text,out,CONTACT_0996_3,0,22.79473388263843,2,True
+919820000996,2024-01-03 09:33:00,call,in,CONTACT_0996_0,16,14.913789848033264,2,True
+919820000996,2024-01-03 03:14:00,text,out,CONTACT_0996_1,0,15.603270565131988,2,True
+919820000996,2024-01-03 16:40:00,text,in,CONTACT_0996_2,0,9.794253525928854,2,True
+919820000996,2024-01-03 13:31:00,text,in,CONTACT_0996_0,0,2.649532114379792,2,True
+919820000996,2024-01-03 08:32:00,call,in,CONTACT_0996_11,28,20.906599429808576,2,True
+919820000996,2024-01-04 06:48:00,call,out,CONTACT_0996_5,70,12.613116175676277,3,True
+919820000996,2024-01-04 18:21:00,text,out,CONTACT_0996_7,0,28.97061004216983,3,True
+919820000996,2024-01-04 01:31:00,call,out,CONTACT_0996_0,144,0.5,3,True
+919820000996,2024-01-04 15:04:00,text,out,CONTACT_0996_0,0,7.938157783017937,3,True
+919820000996,2024-01-04 11:29:00,call,in,CONTACT_0996_3,32,25.591869521972697,3,True
+919820000996,2024-01-04 11:45:00,call,out,CONTACT_0996_11,17,26.51497947296925,3,True
+919820000996,2024-01-04 16:59:00,text,out,CONTACT_0996_0,0,19.68947717785035,3,True
+919820000996,2024-01-04 21:25:00,call,in,CONTACT_0996_0,13,7.60402062754724,3,True
+919820000996,2024-01-04 11:51:00,call,out,CONTACT_0996_13,19,10.050761185416626,3,True
+919820000996,2024-01-04 09:36:00,call,out,CONTACT_0996_4,30,13.386411841448929,3,True
