phone_number,timestamp,latitude,longitude,tower_id,near_railway_node
+919820000716,2024-01-01 11:00:00,19.076796407797797,72.90518984337686,TWR_24_0716,1
+919820000716,2024-01-01 14:31:00,19.077740786485535,72.89292958263471,TWR_25_0716,0
+919820000716,2024-01-01 00:09:00,19.070919539664903,72.8865697903888,TWR_26_0716,1
+919820000716,2024-01-01 23:33:00,19.079863793158676,72.9260822736962,TWR_HOME_Kurla,0
+919820000716,2024-01-01 19:42:00,19.086645978429424,72.88953313472622,TWR_HOME_Kurla,1
+919820000716,2024-01-01 10:08:00,19.15505038657741,72.95071748560122,TWR_27_0716,1
+919820000716,2024-01-01 01:15:00,19.041401558893806,72.8799080389472,TWR_28_0716,1
+919820000716,2024-01-01 03:35:00,19.074071706371104,72.88237748023006,TWR_HOME_Kurla,1
+919820000716,2024-01-01 19:52:00,18.985663733150137,72.8995958923819,TWR_29_0716,1
+919820000716,2024-01-01 09:42:00,19.15591155951667,72.94727946455491,TWR_30_0716,1
+919820000716,2024-01-01 22:37:00,19.068120090360992,72.89899289089931,TWR_31_0716,0
+919820000716,2024-01-01 08:56:00,19.168008597535618,72.94856237729356,TWR_32_0716,1
+919820000716,2024-01-01 15:24:00,19.049922059732815,72.87870104881847,TWR_HOME_Kurla,1
+919820000716,2024-01-01 19:06:00,18.981730776868645,72.90901042685509,TWR_33_0716,1
+919820000716,2024-01-01 03:05:00,19.056083036887976,72.8858205396529,TWR_34_0716,1
+919820000716,2024-01-01 03:46:00,19.059397878807513,72.92672975529959,TWR_HOME_Kurla,1
+919820000716,2024-01-02 17:28:00,19.09239841475483,72.89778944323072,TWR_HOME_Kurla,1
+919820000716,2024-01-02 01:15:00,19.08256472853192,72.89240130565811,TWR_HOME_Kurla,1
+919820000716,2024-01-02 18:50:00,19.086304133829064,72.85567268872508,TWR_HOME_Kurla,1
+919820000716,2024-01-02 22:32:00,19.08104302565459,72.87407610306273,TWR_HOME_Kurla,1
+919820000716,2024-01-02 01:45:00,19.038690001795047,72.88595387809828,TWR_HOME_Kurla,1
+919820000716,2024-01-02 15:48:00,19.07967652690961,72.90711647589181,TWR_HOME_Kurla,1
+919820000716,2024-01-02 21:40:00,19.043144170714918,72.8674306114341,TWR_35_0716,1
+919820000716,2024-01-02 08:41:00,19.050643731687185,72.84853781932053,TWR_HOME_Kurla,1
+919820000716,2024-01-02 19:59:00,19.1510723089607,72.94639397389412,TWR_36_0716,1
+919820000716,2024-01-02 13:55:00,19.164251937116845,72.94911825512914,TWR_37_0716,1
+919820000716,2024-01-02 13:30:00,19.15660161645644,72.94971354261206,TWR_38_0716,1
+919820000716,2024-01-02 13:48:00,19.05874270756619,72.89209223492189,TWR_HOME_Kurla,0
+919820000716,2024-01-03 09:40:00,19.155311405445143,72.94444784058278,TWR_39_0716,1
+919820000716,2024-01-03 01:23:00,19.079027461676297,72.90964813008769,TWR_HOME_Kurla,1
+919820000716,2024-01-03 16:45:00,19.142529131533138,72.94228743341132,TWR_40_0716,1
+919820000716,2024-01-03 00:19:00,19.082008413692137,72.90322529328841,TWR_41_0716,1
+919820000716,2024-01-03 23:02:00,19.051830623170314,72.87677725017807,TWR_HOME_Kurla,1
+919820000716,2024-01-03 16:14:00,19.081630064573734,72.90016802890148,TWR_HOME_Kurla,1
+919820000716,2024-01-03 13:17:00,19.050934763009995,72.87257989750687,TWR_HOME_Kurla,1
+919820000716,2024-01-03 07:29:00,19.093592618553775,72.87728283208773,TWR_42_0716,1
+919820000716,2024-01-03 01:41:00,19.03300774464102,72.8784004012288,TWR_43_0716,1
+919820000716,2024-01-03 09:03:00,19.108034674369208,72.89014579676228,TWR_HOME_Kurla,1
+919820000716,2024-01-03 01:25:00,19.07172085402837,72.88278641800883,TWR_44_0716,1
+919820000716,2024-01-03 08:57:00,18.979746796358118,72.9034763422828,TWR_45_0716,1
+919820000716,2024-01-03 11:18:00,19.07279648194909,72.86846274995737,TWR_46_0716,1
+919820000716,2024-01-03 00:53:00,19.07803252118174,72.9020716378123,TWR_HOME_Kurla,1
+919820000716,2024-01-04 02:02:00,19.054022566611927,72.8963348841964,TWR_HOME_Kurla,1
+919820000716,2024-01-04 06:30:00,19.085504014686293,72.8752955886235,TWR_47_0716,1
+919820000716,2024-01-04 14:04:00,19.059563550812243,72.8659921547296,TWR_HOME_Kurla,1
+919820000716,2024-01-04 20:32:00,18.97258222796044,72.90630272937541,TWR_48_0716,1
+919820000716,2024-01-04 12:16:00,19.08797373089251,72.88582501061725,TWR_HOME_Kurla,0
+919820000716,2024-01-04 20:24:00,19.044996864565366,72.8755809233419,TWR_HOME_Kurla,1
+919820000716,2024-01-04 20:13:00,19.073687793942465,72.8785923048464,TWR_HOME_Kurla,1
+919820000716,2024-01-04 05:25:00,19.061176777155325,72.89973395349453,TWR_HOME_Kurla,1
+919820000716,2024-01-04 14:10:00,18.980704283147052,72.90739766124315,TWR_49_0716,1
+919820000716,2024-01-04 19:50:00,19.15960169987284,72.94466855819904,TWR_50_0716,1
+919820000716,2024-01-04 02:01:00,18.977617948564525,72.91250639265107,TWR_51_0716,1
+919820000716,2024-01-04 13:27:00,19.048654699653152,72.91594059972029,TWR_HOME_Kurla,1
+919820000716,2024-01-04 13:12:00,19.062097230184698,72.88790878978334,TWR_52_0716,1
+919820000716,2024-01-04 09:49:00,18.978811218823143,72.9085976581859,TWR_53_0716,1
+919820000716,2024-01-04 19:55:00,19.16403840927093,72.94682812165198,TWR_54_0716,1
+919820000716,2024-01-04 17:46:00,19.097408380850574,72.86678524576722,TWR_55_0716,0
+919820000716,2024-01-05 04:53:00,19.072199505176407,72.87998924754557,TWR_HOME_Kurla,1
+919820000716,2024-01-05 02:39:00,19.05531445395843,72.88328200950973,TWR_56_0716,1
+919820000716,2024-01-05 12:12:00,19.06143763564144,72.8979378233853,TWR_HOME_Kurla,1
+919820000716,2024-01-05 05:06:00,19.089465538295407,72.86736851314127,TWR_57_0716,1
+919820000716,2024-01-05 12:10:00,18.98211269588264,72.90661756531834,TWR_58_0716,1
+919820000716,2024-01-05 06:20:00,19.087122682460627,72.90579626759248,TWR_59_0716,1
+919820000716,2024-01-05 15:35:00,18.982222717300242,72.90677471018783,TWR_58_0716,1
+919820000716,2024-01-05 08:40:00,19.088372617226074,72.87448402039486,TWR_60_0716,1
+919820000716,2024-01-05 21:48:00,19.068591305705056,72.87600640666523,TWR_61_0716,0
+919820000716,2024-01-05 03:52:00,19.078777632692994,72.87642816285015,TWR_HOME_Kurla,1
+919820000716,2024-01-05 15:26:00,18.976040606565356,72.89552711359845,TWR_62_0716,1
+919820000716,2024-01-05 10:53:00,19.10559306059632,72.86900824819092,TWR_HOME_Kurla,1
+919820000716,2024-01-05 00:31:00,19.08860775153868,72.8644090555029,TWR_HOME_Kurla,1
+919820000716,2024-01-05 18:43:00,18.97903875969819,72.9099484493682,TWR_63_0716,1
+919820000716,2024-01-06 17:06:00,19.039922340581036,72.86397769692474,TWR_HOME_Kurla,1
+919820000716,2024-01-06 11:00:00,19.051442002276413,72.88071069953945,TWR_HOME_Kurla,1
