phone_number,timestamp,latitude,longitude,tower_id,near_railway_node
+919820000869,2024-01-01 02:46:00,19.10514170980591,72.92093829833065,TWR_24_0869,0
+919820000869,2024-01-01 03:56:00,19.127004750201657,72.92360620852014,TWR_HOME_Powai,0
+919820000869,2024-01-01 10:12:00,19.129812828265454,72.89647119320286,TWR_25_0869,0
+919820000869,2024-01-01 07:33:00,19.12626289545703,72.95282768523745,TWR_HOME_Powai,0
+919820000869,2024-01-01 15:33:00,19.13732181075711,72.87792338958168,TWR_26_0869,0
+919820000869,2024-01-01 16:16:00,19.089012676193537,72.87755193720353,TWR_HOME_Powai,0
+919820000869,2024-01-01 16:05:00,19.112648276245043,72.88342978413398,TWR_27_0869,0
+919820000869,2024-01-01 02:04:00,19.11012331342145,72.93863417707448,TWR_HOME_Powai,0
+919820000869,2024-01-01 06:07:00,19.1308571971613,72.91912660452783,TWR_28_0869,0
+919820000869,2024-01-01 15:35:00,19.11125733970324,72.92575480875504,TWR_HOME_Powai,0
+919820000869,2024-01-01 22:29:00,19.113826800242755,72.89829260013077,TWR_HOME_Powai,0
+919820000869,2024-01-01 19:47:00,19.117134536707333,72.8970029100989,TWR_29_0869,0
+919820000869,2024-01-01 21:42:00,19.13735146186314,72.89064270834345,TWR_30_0869,0
+919820000869,2024-01-01 14:55:00,19.12412871388517,72.89217068971698,TWR_31_0869,0
+919820000869,2024-01-01 05:58:00,19.101189898728585,72.89025751692179,TWR_32_0869,0
+919820000869,2024-01-01 11:09:00,19.11047805033582,72.90301705650317,TWR_HOME_Powai,0
+919820000869,2024-01-01 09:17:00,19.131881101994075,72.84598118018202,TWR_33_0869,0
+919820000869,2024-01-01 19:03:00,19.122758707899106,72.85229745091804,TWR_34_0869,0
+919820000869,2024-01-02 19:37:00,19.123750196835417,72.89035240219616,TWR_35_0869,0
+919820000869,2024-01-02 09:47:00,19.12619892824884,72.84369708395637,TWR_36_0869,0
+919820000869,2024-01-02 10:04:00,19.07990738945776,72.9148631630402,TWR_HOME_Powai,0
+919820000869,2024-01-02 11:38:00,19.115197274247677,72.84533669759391,TWR_37_0869,0
+919820000869,2024-01-02 06:47:00,19.118510050305236,72.8932991229948,TWR_38_0869,0
+919820000869,2024-01-02 21:04:00,19.134023673194495,72.91561358272139,TWR_HOME_Powai,0
+919820000869,2024-01-02 00:39:00,19.101601817382775,72.9002678951956,TWR_HOME_Powai,0
+919820000869,2024-01-02 23:32:00,19.091742865527838,72.91510384667576,TWR_39_0869,0
+919820000869,2024-01-02 00:21:00,19.144781576930054,72.91824898435748,TWR_40_0869,0
+919820000869,2024-01-02 12:43:00,19.0817746425221,72.87520666901946,TWR_41_0869,0
+919820000869,2024-01-02 07:43:00,19.10168635999815,72.9400876645005,TWR_42_0869,0
+919820000869,2024-01-02 13:32:00,19.111439525396438,72.90823713262483,TWR_43_0869,0
+919820000869,2024-01-02 10:23:00,19.126477643915297,72.88189938262823,TWR_44_0869,0
+919820000869,2024-01-02 16:51:00,19.086228517770056,72.91136561295335,TWR_HOME_Powai,0
+919820000869,2024-01-02 01:07:00,19.118213092327505,72.90262081387029,TWR_45_0869,0
+919820000869,2024-01-02 21:37:00,19.118224143993313,72.90311025120826,TWR_45_0869,0
+919820000869,2024-01-03 00:48:00,19.075953998494963,72.90930277545583,TWR_HOME_Powai,0
+919820000869,2024-01-03 07:33:00,19.08687310745769,72.91633492375439,TWR_HOME_Powai,0
+919820000869,2024-01-03 21:07:00,19.11031612145982,72.91361912683806,TWR_HOME_Powai,0
+919820000869,2024-01-03 04:24:00,19.10298522578922,72.89221685127536,TWR_46_0869,0
+919820000869,2024-01-03 16:44:00,19.1199509254719,72.88744138047662,TWR_47_0869,0
+919820000869,2024-01-03 16:11:00,19.13108734207279,72.84080613667479,TWR_48_0869,0
+919820000869,2024-01-03 07:01:00,19.14507206962055,72.89939266273775,TWR_HOME_Powai,0
+919820000869,2024-01-03 00:08:00,19.151017691042373,72.91314279330037,TWR_HOME_Powai,0
+919820000869,2024-01-03 23:19:00,19.123654081494315,72.9295833188403,TWR_49_0869,0
+919820000869,2024-01-03 21:54:00,19.15848449857685,72.88117483159142,TWR_HOME_Powai,0
+919820000869,2024-01-03 11:59:00,19.084929416973143,72.93517416867219,TWR_HOME_Powai,0
+919820000869,2024-01-03 13:41:00,19.11349807213694,72.8967983902079,TWR_50_0869,0
+919820000869,2024-01-03 17:32:00,19.131348864863607,72.84357365303406,TWR_51_0869,0
+919820000869,2024-01-03 09:07:00,19.13555106542305,72.85443847746713,TWR_52_0869,0
+919820000869,2024-01-03 22:53:00,19.129587716930065,72.90953006165452,TWR_53_0869,0
+919820000869,2024-01-04 07:15:00,19.1185961957461,72.93315751535508,TWR_54_0869,0
+919820000869,2024-01-04 02:13:00,19.08776202939293,72.91774252598967,TWR_HOME_Powai,0
+919820000869,2024-01-04 23:35:00,19.096150970068823,72.8713898326634,TWR_55_0869,0
+919820000869,2024-01-04 12:18:00,19.120418566149933,72.88578486643512,TWR_56_0869,0
+919820000869,2024-01-04 20:38:00,19.122536502239182,72.90900059016943,TWR_57_0869,0
+919820000869,2024-01-04 09:52:00,19.11910691333751,72.84172479249979,TWR_58_0869,0
+919820000869,2024-01-04 01:48:00,19.123885375069356,72.88195245044656,TWR_HOME_Powai,0
+919820000869,2024-01-04 20:38:00,19.10322448292543,72.89707948716736,TWR_HOME_Powai,0
+919820000869,2024-01-04 07:40:00,19.115957816540494,72.87690964792462,TWR_59_0869,0
+919820000869,2024-01-04 14:05:00,19.118960486293975,72.88552668868704,TWR_60_0869,0
+919820000869,2024-01-04 13:09:00,19.095123252718054,72.9140336980244,TWR_HOME_Powai,1
+919820000869,2024-01-04 00:55:00,19.104555945010738,72.89785181743802,TWR_HOME_Powai,1
+919820000869,2024-01-04 00:25:00,19.097307046024806,72.91618645746082,TWR_HOME_Powai,0
+919820000869,2024-01-04 10:04:00,19.12500808019686,72.8424973493589,TWR_61_0869,0
+919820000869,2024-01-04 07:22:00,19.12120322831522,72.91759305500673,TWR_HOME_Powai,0
+919820000869,2024-01-04 02:54:00,19.11110586114404,72.90528329072536,TWR_HOME_Powai,0
+919820000869,2024-01-04 11:28:00,19.123721210315374,72.89324937701878,TWR_62_0869,0
+919820000869,2024-01-04 16:00:00,19.18131261925654,72.90205593913798,TWR_HOME_Powai,0
+919820000869,2024-01-04 07:23:00,19.104406643304532,72.89810594901488,TWR_HOME_Powai,0
+919820000869,2024-01-05 23:17:00,19.132567857481018,72.93314654237658,TWR_63_0869,0
+919820000869,2024-01-05 09:20:00,19.12775549266579,72.88402799399285,TWR_64_0869,0
+919820000869,2024-01-05 19:45:00,19.122862663132178,72.84268354194691,TWR_65_0869,0
+919820000869,2024-01-05 09:27:00,19.10074597967358,72.92115603043536,TWR_HOME_Powai,0
+919820000869,2024-01-05 14:16:00,19.12007379153795,72.8911995634435,TWR_66_0869,0
+919820000869,2024-01-05 09:30:00,19.123334844874776,72.89101003128049,TWR_67_0869,0
+919820000869,2024-01-05 10:40:00,19.12551637759661,72.84122082063003,TWR_68_0869,0
