phone_number,timestamp,latitude,longitude,tower_id,near_railway_node
+919820000573,2024-01-01 20:03:00,19.131594976618782,72.93569390274116,TWR_24_0573,1
+919820000573,2024-01-01 14:34:00,19.1303716483568,72.938867775322,TWR_25_0573,1
+919820000573,2024-01-01 01:22:00,19.069134535080025,72.8581146579925,TWR_HOME_Khar,0
+919820000573,2024-01-01 10:34:00,19.03479644108589,72.82628176335685,TWR_26_0573,1
+919820000573,2024-01-01 22:48:00,19.108291177236687,72.81404485162088,TWR_HOME_Khar,1
+919820000573,2024-01-01 07:02:00,19.03574131062237,72.80764279384937,TWR_HOME_Khar,0
+919820000573,2024-01-01 23:56:00,19.069039057007732,72.83710175739895,TWR_HOME_Khar,1
+919820000573,2024-01-01 16:00:00,19.137979490583493,72.93280848730869,TWR_27_0573,0
+919820000573,2024-01-01 13:33:00,19.134141531325668,72.93996131868728,TWR_28_0573,1
+919820000573,2024-01-01 12:38:00,19.13596259569172,72.93015944659278,TWR_29_0573,1
+919820000573,2024-01-01 22:12:00,19.088217659994047,72.80219614469408,TWR_30_0573,1
+919820000573,2024-01-01 02:28:00,19.061824845495682,72.83662626555936,TWR_HOME_Khar,0
+919820000573,2024-01-02 21:40:00,19.07219320510842,72.82667489986054,TWR_HOME_Khar,1
+919820000573,2024-01-02 01:14:00,19.126435328684064,72.92882669371623,TWR_31_0573,1
+919820000573,2024-01-02 21:08:00,19.039993496465616,72.87255081362613,TWR_HOME_Khar,0
+919820000573,2024-01-02 03:06:00,19.070485208616606,72.81350710773863,TWR_HOME_Khar,0
+919820000573,2024-01-02 09:16:00,19.13753181636683,72.93539115344448,TWR_32_0573,1
+919820000573,2024-01-02 04:15:00,19.08005060899696,72.83762400417686,TWR_HOME_Khar,1
+919820000573,2024-01-02 20:46:00,19.130538639972848,72.92917149044517,TWR_33_0573,0
+919820000573,2024-01-02 05:39:00,19.03469247348129,72.79036204844097,TWR_34_0573,0
+919820000573,2024-01-02 18:54:00,19.128525043908944,72.93454954164714,TWR_35_0573,1
+919820000573,2024-01-03 20:58:00,19.067443582365197,72.83040278072448,TWR_36_0573,1
